transaction_id,product,quantity
T000037,Rice,3
T000037,Bread,3
T000037,Coffee,3
T000037,Butter,3
T000037,Milk,2
T000037,Yogurt,3
T000037,Apples,3
T000037,Bananas,4
T000037,Sugar,1
T000038,Butter,1
T000038,Bananas,4
T000039,Beef,4
T000040,Rice,3
T000040,Chicken,4
T000041,Rice,2
T000041,Onions,4
T000041,Coffee,3
T000041,Milk,4
T000041,Butter,1
T000041,Flour,4
T000041,Bananas,1
T000041,Beef,4
T000041,Eggs,3
T000041,Sugar,1
T000042,Beef,4
T000042,Flour,2
T000043,Bread,4
T000043,Pasta,4
T000043,Tomatoes,2
T000043,Flour,4
T000043,Butter,4
T000043,Eggs,1
T000044,Coffee,2
T000044,Orange Juice,1
T000044,Milk,3
T000044,Flour,3
T000044,Sugar,3
T000045,Bananas,2
T000046,Bread,3
T000046,Pasta,3
T000046,Bananas,4
T000046,Butter,1
T000046,Beef,4
T000047,Bread,2
T000047,Coffee,3
T000047,Milk,4
T000047,Yogurt,2
T000047,Apples,1
T000047,Butter,4
T000047,Eggs,2
T000047,Sugar,2
T000048,Sugar,1
T000049,Bread,3
T000049,Onions,1
T000049,Flour,1
T000049,Apples,1
T000049,Butter,2
T000049,Beef,4
T000049,Eggs,1
T000050,Rice,1
T000050,Orange Juice,3
T000050,Beef,3
T000050,Tea,2
T000050,Cheese,2
T000051,Bread,4
T000051,Flour,2
T000051,Butter,1
T000051,Beef,1
T000051,Eggs,1
T000052,Flour,3
T000052,Chicken,3
T000052,Bananas,4
T000052,Cheese,2
T000052,Sugar,2
T000053,Yogurt,1
T000053,Pasta,4
T000053,Onions,3
T000053,Flour,4
T000054,Apples,4
T000054,Tea,1
T000055,Onions,4
T000055,Pasta,3
T000055,Tomatoes,4
T000055,Yogurt,2
T000055,Apples,2
T000055,Beef,4
T000056,Beef,1
T000057,Coffee,4
T000057,Pasta,2
T000057,Milk,4
T000057,Apples,1
T000057,Beef,1
T000057,Eggs,1
T000057,Sugar,3
T000058,Orange Juice,3
T000058,Tea,4
T000059,Onions,3
T000059,Pasta,1
T000059,Sugar,3
T000059,Flour,2
T000060,Butter,2
T000061,Tea,4
T000061,Bread,2
T000062,Butter,1
T000063,Bread,1
T000063,Orange Juice,3
T000063,Milk,4
T000063,Flour,2
T000063,Yogurt,3
T000063,Tomatoes,3
T000063,Apples,4
T000063,Eggs,3
T000063,Butter,3
T000063,Cheese,4
T000064,Orange Juice,3
T000065,Bread,1
T000065,Onions,1
T000065,Pasta,2
T000065,Orange Juice,3
T000065,Tomatoes,1
T000065,Chicken,3
T000065,Butter,1
T000065,Eggs,1
T000066,Rice,3
T000066,Milk,2
T000066,Flour,1
T000066,Apples,2
T000066,Butter,1
T000066,Eggs,1
T000067,Beef,1
T000067,Tea,4
T000068,Bananas,1
T000068,Chicken,2
T000068,Flour,4
T000069,Onions,4
T000069,Butter,1
T000070,Coffee,1
T000070,Milk,3
T000070,Yogurt,1
T000070,Butter,1
T000070,Eggs,1
T000070,Sugar,2
T000071,Bread,2
T000071,Milk,3
T000071,Tomatoes,1
T000071,Butter,1
T000071,Beef,1
T000071,Tea,4
T000071,Eggs,3
T000072,Butter,2
T000072,Milk,2
T000072,Eggs,1
T000072,Tomatoes,2
T000073,Yogurt,2
T000073,Coffee,3
T000073,Sugar,2
T000074,Onions,2
T000074,Orange Juice,4
T000075,Coffee,2
T000075,Bananas,3
T000075,Beef,4
T000075,Flour,4
T000076,Bread,1
T000076,Milk,2
T000076,Yogurt,4
T000076,Butter,4
T000076,Sugar,4
T000077,Coffee,3
T000078,Onions,1
T000078,Coffee,4
T000078,Milk,2
T000078,Flour,2
T000078,Chicken,3
T000078,Eggs,2
T000078,Cheese,2
T000079,Onions,2
T000079,Orange Juice,4
T000079,Apples,2
T000079,Chicken,3
T000079,Butter,3
T000079,Cheese,3
T000079,Sugar,3
T000080,Pasta,4
T000080,Beef,1
T000080,Tomatoes,4
T000080,Chicken,1
T000081,Rice,2
T000081,Onions,1
T000081,Coffee,3
T000081,Milk,4
T000081,Pasta,1
T000081,Bananas,4
T000081,Butter,2
T000082,Rice,4
T000082,Milk,4
T000082,Butter,4
T000082,Beef,2
T000082,Tea,3
T000082,Sugar,2
T000083,Bananas,4
T000083,Beef,2
T000083,Eggs,3
T000083,Chicken,1
T000084,Rice,1
T000084,Onions,1
T000084,Orange Juice,4
T000084,Tomatoes,4
T000084,Apples,3
T000085,Bread,1
T000085,Onions,1
T000085,Pasta,3
T000085,Butter,3
T000085,Tomatoes,2
T000085,Bananas,1
T000085,Eggs,1
T000086,Coffee,3
T000086,Milk,3
T000086,Chicken,2
T000086,Tomatoes,3
T000087,Butter,2
T000087,Eggs,1
T000087,Sugar,3
T000087,Chicken,3
T000088,Cheese,1
T000088,Bread,2
T000089,Rice,2
T000089,Coffee,1
T000089,Orange Juice,1
T000089,Flour,3
T000089,Apples,3
T000089,Tea,1
T000090,Yogurt,2
T000090,Pasta,2
T000090,Apples,2
T000091,Milk,3
T000091,Eggs,1
T000092,Bread,2
T000092,Coffee,2
T000092,Milk,1
T000092,Flour,1
T000092,Butter,4
T000092,Tea,2
T000092,Eggs,1
T000092,Sugar,2
T000093,Butter,2
T000093,Cheese,2
T000093,Eggs,1
T000093,Bread,2
T000094,Coffee,1
T000094,Pasta,3
T000094,Tomatoes,2
T000094,Yogurt,1
T000094,Beef,3
T000094,Sugar,1
T000095,Butter,4
T000095,Tea,3
T000095,Chicken,3
T000096,Bread,4
T000096,Tomatoes,4
T000096,Apples,1
T000096,Beef,1
T000096,Cheese,4
T000097,Onions,1
T000097,Bananas,2
T000097,Tomatoes,3
T000098,Rice,4
T000098,Onions,2
T000098,Pasta,2
T000098,Apples,2
T000098,Chicken,1
T000098,Cheese,3
T000098,Sugar,4
T000099,Bread,4
T000099,Flour,3
T000099,Chicken,4
T000099,Butter,1
T000099,Eggs,1
T000099,Sugar,4
T000100,Onions,2
T000100,Chicken,3
T000100,Tea,2
T000100,Flour,4
T000101,Apples,3
T000101,Sugar,4
T000102,Bread,2
T000102,Onions,1
T000102,Pasta,1
T000102,Coffee,1
T000102,Milk,2
T000102,Tomatoes,4
T000102,Yogurt,1
T000102,Bananas,2
T000102,Tea,4
T000102,Sugar,1
T000103,Rice,3
T000103,Bread,4
T000103,Milk,3
T000103,Flour,1
T000103,Eggs,3
T000103,Chicken,3
T000103,Tea,1
T000103,Cheese,3
T000103,Sugar,1
T000104,Eggs,2
T000105,Onions,1
T000105,Milk,1
T000105,Flour,1
T000105,Bananas,1
T000105,Butter,2
T000105,Tea,2
T000105,Eggs,1
T000105,Sugar,1
T000106,Bread,3
T000106,Apples,1
T000106,Yogurt,1
T000106,Butter,4
T000106,Beef,1
T000106,Sugar,2
T000107,Yogurt,3
T000107,Eggs,3
T000108,Yogurt,4
T000108,Butter,1
T000108,Eggs,1
T000108,Bread,4
T000109,Bread,3
T000109,Onions,2
T000109,Orange Juice,3
T000109,Milk,1
T000109,Tomatoes,4
T000109,Butter,2
T000110,Onions,3
T000110,Milk,1
T000110,Butter,4
T000110,Beef,2
T000110,Eggs,3
T000111,Yogurt,1
T000112,Bread,4
T000112,Onions,1
T000112,Milk,2
T000112,Apples,3
T000112,Butter,1
T000112,Eggs,1
T000112,Cheese,1
T000113,Yogurt,1
T000113,Bananas,2
T000113,Bread,1
T000114,Rice,4
T000114,Orange Juice,3
T000114,Bananas,4
T000114,Tea,3
T000114,Eggs,3
T000114,Cheese,3
T000115,Bread,3
T000115,Onions,4
T000115,Coffee,1
T000115,Milk,2
T000115,Chicken,3
T000115,Butter,4
T000115,Beef,1
T000115,Eggs,4
T000115,Sugar,2
T000116,Bread,1
T000116,Onions,3
T000116,Orange Juice,4
T000116,Milk,3
T000116,Butter,3
T000116,Chicken,3
T000116,Bananas,1
T000116,Beef,4
T000116,Sugar,2
T000117,Pasta,2
T000117,Tomatoes,2
T000117,Flour,2
T000117,Tea,1
T000117,Eggs,2
T000118,Onions,3
T000119,Orange Juice,4
T000119,Chicken,3
T000120,Coffee,4
T000120,Milk,3
T000120,Butter,4
T000120,Eggs,4
T000120,Sugar,3
T000120,Cheese,4
T000121,Bread,2
T000121,Onions,1
T000121,Milk,4
T000121,Yogurt,3
T000121,Apples,2
T000121,Chicken,1
T000121,Butter,3
T000121,Tea,2
T000122,Rice,1
T000122,Onions,2
T000122,Pasta,2
T000122,Tomatoes,2
T000122,Butter,4
T000122,Tea,4
T000122,Eggs,3
T000122,Cheese,1
T000123,Rice,3
T000123,Bread,1
T000123,Onions,1
T000123,Pasta,4
T000123,Apples,2
T000123,Butter,4
T000123,Sugar,2
T000124,Cheese,3
T000125,Pasta,1
T000125,Eggs,3
T000125,Rice,3
T000125,Tomatoes,2
T000126,Eggs,1
T000126,Bread,3
T000126,Tomatoes,1
T000126,Flour,3
T000127,Rice,2
T000127,Onions,2
T000127,Tomatoes,1
T000127,Bananas,3
T000127,Tea,1
T000128,Coffee,2
T000128,Milk,1
T000128,Flour,3
T000128,Butter,3
T000128,Eggs,2
T000128,Sugar,2
T000129,Coffee,3
T000129,Milk,4
T000129,Bananas,2
T000129,Tea,1
T000129,Sugar,3
T000130,Bread,2
T000130,Onions,4
T000130,Pasta,1
T000130,Flour,4
T000130,Yogurt,2
T000130,Tomatoes,3
T000130,Chicken,3
T000130,Butter,2
T000130,Tea,3
T000130,Eggs,2
T000131,Onions,4
T000131,Bananas,3
T000131,Pasta,1
T000131,Orange Juice,4
T000132,Onions,4
T000132,Butter,3
T000132,Chicken,4
T000132,Bread,4
T000133,Yogurt,1
T000133,Flour,1
T000134,Rice,1
T000134,Onions,2
T000134,Flour,4
T000134,Beef,1
T000134,Cheese,3
T000135,Rice,4
T000135,Bread,2
T000135,Milk,2
T000135,Flour,3
T000135,Apples,4
T000135,Eggs,3
T000135,Chicken,4
T000135,Butter,2
T000135,Cheese,1
T000136,Cheese,3
T000137,Bread,3
T000137,Coffee,2
T000137,Onions,1
T000137,Milk,1
T000137,Butter,4
T000137,Beef,4
T000137,Sugar,3
T000138,Yogurt,2
T000138,Butter,4
T000138,Chicken,2
T000138,Bread,1
T000139,Rice,1
T000139,Bread,1
T000139,Onions,3
T000139,Pasta,4
T000139,Flour,3
T000139,Yogurt,4
T000139,Apples,2
T000139,Tomatoes,3
T000139,Eggs,1
T000139,Sugar,2
T000140,Orange Juice,3
T000140,Flour,3
T000140,Tomatoes,1
T000140,Chicken,3
T000140,Butter,4
T000141,Tomatoes,3
T000142,Rice,2
T000142,Bread,4
T000142,Onions,3
T000142,Pasta,3
T000142,Tomatoes,3
T000142,Eggs,3
T000142,Beef,3
T000142,Cheese,2
T000143,Flour,4
T000143,Eggs,4
T000143,Chicken,3
T000144,Milk,4
T000144,Apples,1
T000144,Butter,3
T000144,Tea,3
T000144,Eggs,2
T000145,Rice,3
T000145,Bread,2
T000145,Flour,2
T000145,Butter,4
T000145,Eggs,1
T000146,Yogurt,1
T000146,Tomatoes,3
T000146,Flour,4
T000147,Rice,1
T000147,Flour,3
T000148,Apples,3
T000148,Bananas,2
T000148,Beef,4
T000148,Tomatoes,2
T000149,Yogurt,4
T000149,Bananas,4
T000149,Beef,1
T000150,Butter,2
T000151,Coffee,4
T000151,Milk,4
T000151,Cheese,1
T000152,Bananas,2
T000152,Beef,1
T000152,Cheese,1
T000152,Chicken,3
T000153,Chicken,3
T000153,Rice,2
T000153,Tomatoes,4
T000154,Bread,4
T000154,Tomatoes,2
T000154,Bananas,4
T000154,Flour,4
T000154,Yogurt,4
T000154,Butter,2
T000154,Eggs,2
T000155,Yogurt,1
T000155,Bananas,3
T000156,Rice,3
T000157,Flour,1
T000158,Eggs,1
T000158,Bread,2
T000159,Pasta,1
T000159,Milk,3
T000159,Flour,1
T000159,Yogurt,1
T000159,Apples,2
T000159,Tomatoes,1
T000159,Butter,4
T000159,Tea,4
T000159,Eggs,3
T000160,Bread,2
T000160,Coffee,2
T000160,Flour,1
T000160,Butter,1
T000160,Eggs,2
T000160,Sugar,4
T000161,Coffee,3
T000161,Sugar,4
T000161,Onions,4
T000162,Bread,3
T000162,Coffee,1
T000162,Pasta,4
T000162,Milk,3
T000162,Orange Juice,4
T000162,Onions,1
T000162,Bananas,3
T000162,Tomatoes,1
T000162,Butter,4
T000162,Eggs,4
T000162,Sugar,1
T000163,Tomatoes,4
T000163,Yogurt,4
T000163,Apples,2
T000163,Chicken,1
T000163,Bananas,1
T000163,Cheese,3
T000164,Yogurt,2
T000164,Eggs,4
T000164,Bread,1
T000165,Coffee,2
T000165,Pasta,2
T000165,Onions,2
T000165,Tomatoes,2
T000165,Flour,2
T000165,Beef,2
T000165,Eggs,1
T000165,Sugar,3
T000166,Coffee,1
T000166,Orange Juice,1
T000166,Milk,2
T000166,Flour,3
T000166,Apples,3
T000166,Cheese,3
T000166,Sugar,2
T000167,Rice,4
T000167,Orange Juice,3
T000167,Tomatoes,2
T000167,Apples,1
T000167,Flour,3
T000167,Tea,3
T000168,Coffee,1
T000168,Milk,1
T000168,Sugar,2
T000169,Bananas,2
T000169,Beef,2
T000169,Tea,1
T000169,Tomatoes,2
T000170,Onions,4
T000170,Pasta,1
T000170,Yogurt,4
T000170,Chicken,3
T000170,Tea,4
T000170,Eggs,3
T000171,Bread,4
T000171,Orange Juice,3
T000171,Milk,2
T000171,Apples,4
T000171,Chicken,2
T000171,Butter,1
T000171,Eggs,3
T000171,Sugar,4
T000172,Yogurt,3
T000172,Apples,1
T000173,Butter,2
T000173,Milk,3
T000173,Tea,3
T000173,Eggs,4
T000174,Rice,3
T000174,Bread,3
T000174,Onions,2
T000174,Milk,2
T000174,Tomatoes,4
T000174,Apples,3
T000174,Butter,2
T000174,Tea,3
T000174,Eggs,2
T000175,Butter,3
T000175,Eggs,4
T000175,Bread,3
T000176,Apples,1
T000176,Eggs,3
T000176,Rice,1
T000177,Yogurt,1
T000177,Tea,2
T000177,Cheese,2
T000177,Sugar,1
T000178,Rice,4
T000178,Bread,2
T000178,Coffee,3
T000178,Orange Juice,1
T000178,Milk,1
T000178,Flour,4
T000178,Beef,3
T000178,Eggs,2
T000178,Sugar,4
T000179,Rice,1
T000179,Onions,4
T000179,Pasta,2
T000179,Apples,1
T000179,Yogurt,2
T000179,Chicken,4
T000179,Cheese,3
T000179,Sugar,1
T000180,Onions,2
T000180,Pasta,3
T000180,Orange Juice,2
T000180,Tomatoes,1
T000180,Apples,1
T000180,Beef,4
T000180,Tea,2
T000181,Onions,4
T000181,Pasta,2
T000181,Coffee,2
T000181,Tomatoes,2
T000181,Chicken,2
T000181,Eggs,3
T000182,Rice,2
T000182,Bread,1
T000182,Pasta,4
T000182,Milk,1
T000182,Flour,3
T000182,Tomatoes,2
T000182,Eggs,1
T000182,Butter,2
T000182,Tea,1
T000182,Cheese,3
T000183,Yogurt,4
T000183,Bananas,1
T000183,Cheese,1
T000184,Rice,3
T000184,Coffee,2
T000184,Milk,3
T000184,Tomatoes,4
T000184,Beef,4
T000184,Tea,1
T000184,Cheese,3
T000185,Beef,2
T000186,Bananas,3
T000186,Sugar,4
T000186,Orange Juice,3
T000187,Bread,2
T000187,Apples,3
T000187,Eggs,3
T000187,Bananas,4
T000187,Beef,2
T000187,Cheese,2
T000188,Bread,4
T000188,Coffee,1
T000188,Pasta,1
T000188,Milk,1
T000188,Onions,2
T000188,Butter,4
T000188,Eggs,1
T000189,Orange Juice,1
T000189,Chicken,3
T000190,Onions,3
T000190,Yogurt,3
T000191,Rice,1
T000191,Bread,3
T000191,Tomatoes,4
T000191,Apples,1
T000191,Butter,2
T000191,Tea,1
T000191,Eggs,2
T000192,Coffee,3
T000192,Milk,2
T000192,Tomatoes,3
T000192,Yogurt,2
T000192,Cheese,4
T000192,Sugar,4
T000193,Yogurt,2
T000193,Butter,1
T000193,Chicken,4
T000194,Bread,1
T000194,Yogurt,2
T000194,Chicken,1
T000194,Butter,3
T000194,Beef,1
T000194,Eggs,3
T000194,Sugar,1
T000195,Bread,3
T000195,Coffee,3
T000195,Milk,3
T000195,Eggs,1
T000195,Cheese,2
T000195,Sugar,2
T000196,Eggs,2
T000197,Bread,3
T000197,Milk,4
T000197,Eggs,2
T000197,Chicken,1
T000197,Butter,4
T000197,Beef,3
T000197,Cheese,4
T000198,Eggs,2
T000198,Bread,1
T000199,Rice,2
T000199,Sugar,4
T000200,Tea,3
T000200,Cheese,2
T000201,Bread,1
T000201,Orange Juice,1
T000201,Butter,3
T000201,Beef,2
T000201,Eggs,2
T000201,Sugar,1
T000202,Onions,4
T000202,Orange Juice,3
T000202,Milk,1
T000202,Pasta,3
T000202,Butter,3
T000203,Bread,4
T000203,Coffee,4
T000203,Orange Juice,3
T000203,Butter,3
T000203,Beef,4
T000203,Eggs,3
T000203,Sugar,2
T000204,Coffee,3
T000204,Yogurt,4
T000204,Tea,1
T000205,Rice,1
T000205,Pasta,2
T000205,Orange Juice,2
T000205,Tomatoes,2
T000205,Chicken,3
T000205,Tea,1
T000205,Eggs,4
T000206,Coffee,1
T000206,Pasta,2
T000206,Onions,1
T000206,Milk,1
T000206,Tomatoes,2
T000206,Eggs,2
T000206,Chicken,4
T000206,Cheese,2
T000206,Sugar,2
T000207,Onions,1
T000207,Bananas,3
T000207,Eggs,4
T000207,Bread,4
T000208,Bread,2
T000208,Onions,2
T000208,Pasta,3
T000208,Butter,4
T000208,Tomatoes,2
T000208,Yogurt,2
T000208,Bananas,4
T000208,Beef,2
T000208,Eggs,4
T000209,Bread,4
T000209,Orange Juice,3
T000209,Milk,2
T000209,Butter,4
T000209,Eggs,2
T000210,Bread,3
T000210,Coffee,4
T000210,Orange Juice,4
T000210,Milk,1
T000210,Pasta,3
T000210,Onions,2
T000210,Tomatoes,3
T000210,Butter,3
T000210,Beef,3
T000210,Eggs,3
T000210,Sugar,3
T000211,Rice,1
T000211,Onions,4
T000211,Pasta,2
T000211,Orange Juice,4
T000211,Tomatoes,1
T000211,Beef,1
T000212,Rice,4
T000213,Butter,3
T000213,Tomatoes,4
T000213,Cheese,1
T000213,Flour,3
T000214,Onions,1
T000214,Orange Juice,1
T000214,Apples,4
T000214,Chicken,2
T000214,Beef,4
T000214,Tea,2
T000214,Eggs,3
T000215,Tomatoes,3
T000215,Apples,1
T000215,Yogurt,4
T000215,Butter,2
T000215,Eggs,1
T000216,Bread,1
T000216,Flour,1
T000216,Apples,4
T000216,Yogurt,1
T000216,Tomatoes,2
T000216,Butter,3
T000216,Eggs,1
T000216,Sugar,4
T000217,Coffee,3
T000217,Milk,1
T000217,Bananas,1
T000217,Cheese,4
T000217,Sugar,2
T000218,Bread,4
T000218,Coffee,2
T000218,Onions,4
T000218,Tomatoes,2
T000218,Butter,2
T000218,Sugar,3
T000219,Bread,1
T000219,Onions,2
T000219,Yogurt,2
T000219,Butter,4
T000219,Eggs,4
T000219,Cheese,1
T000220,Rice,2
T000220,Onions,3
T000220,Pasta,3
T000220,Milk,4
T000220,Tomatoes,1
T000220,Apples,3
T000220,Eggs,2
T000220,Cheese,3
T000221,Bananas,2
T000222,Coffee,4
T000222,Orange Juice,3
T000222,Beef,2
T000223,Rice,2
T000223,Bread,3
T000223,Onions,4
T000223,Pasta,4
T000223,Orange Juice,4
T000223,Tomatoes,3
T000223,Yogurt,2
T000223,Butter,1
T000223,Eggs,3
T000224,Rice,1
T000224,Onions,2
T000224,Pasta,2
T000224,Flour,3
T000224,Tomatoes,1
T000224,Chicken,4
T000224,Eggs,4
T000224,Cheese,2
T000225,Rice,1
T000225,Bread,2
T000225,Coffee,2
T000225,Flour,3
T000225,Chicken,1
T000225,Butter,2
T000225,Eggs,4
T000225,Sugar,2
T000226,Bread,4
T000226,Yogurt,1
T000226,Apples,1
T000226,Eggs,1
T000226,Chicken,3
T000226,Tea,3
T000226,Cheese,2
T000227,Sugar,1
T000228,Butter,2
T000228,Tomatoes,3
T000229,Rice,3
T000229,Bread,1
T000229,Onions,4
T000229,Milk,4
T000229,Tomatoes,3
T000229,Bananas,4
T000229,Eggs,1
T000230,Beef,1
T000231,Apples,3
T000232,Coffee,1
T000232,Pasta,4
T000232,Onions,3
T000232,Milk,3
T000232,Orange Juice,3
T000232,Tomatoes,4
T000232,Tea,2
T000233,Bread,4
T000233,Milk,1
T000233,Tomatoes,4
T000233,Eggs,1
T000233,Butter,2
T000233,Cheese,4
T000234,Bread,4
T000234,Onions,4
T000234,Pasta,2
T000234,Milk,1
T000234,Tomatoes,2
T000234,Butter,4
T000234,Eggs,2
T000234,Sugar,1
T000235,Tea,3
T000235,Cheese,3
T000235,Sugar,1
T000236,Bread,1
T000236,Onions,1
T000236,Pasta,3
T000236,Milk,3
T000236,Tomatoes,3
T000236,Eggs,1
T000237,Yogurt,2
T000237,Sugar,4
T000238,Rice,3
T000238,Onions,2
T000238,Orange Juice,3
T000238,Pasta,1
T000238,Tomatoes,2
T000238,Yogurt,2
T000238,Eggs,1
T000238,Sugar,4
T000239,Coffee,4
T000239,Eggs,2
T000239,Sugar,1
T000240,Yogurt,2
T000240,Cheese,3
T000241,Milk,3
T000242,Rice,3
T000242,Chicken,2
T000242,Bananas,1
T000242,Tea,3
T000242,Sugar,2
T000243,Rice,1
T000243,Bread,3
T000243,Onions,4
T000243,Pasta,3
T000243,Milk,1
T000243,Flour,1
T000243,Tomatoes,1
T000243,Bananas,2
T000243,Eggs,3
T000244,Flour,4
T000245,Coffee,1
T000245,Onions,4
T000245,Sugar,1
T000245,Chicken,3
T000246,Bread,3
T000246,Milk,4
T000246,Flour,3
T000246,Butter,3
T000246,Tea,4
T000246,Eggs,3
T000247,Coffee,2
T000247,Pasta,2
T000247,Milk,4
T000247,Onions,3
T000247,Beef,3
T000247,Tea,1
T000247,Cheese,1
T000247,Sugar,2
T000248,Tomatoes,2
T000248,Apples,1
T000248,Beef,2
T000248,Tea,1
T000248,Eggs,3
T000249,Chicken,2
T000250,Onions,4
T000250,Pasta,1
T000250,Tomatoes,4
T000250,Butter,3
T000250,Tea,2
T000251,Apples,2
T000251,Bananas,1
T000252,Onions,3
T000252,Pasta,1
T000252,Tea,1
T000253,Rice,1
T000253,Bread,3
T000253,Onions,2
T000253,Coffee,1
T000253,Milk,3
T000253,Flour,2
T000253,Butter,4
T000253,Sugar,3
T000254,Onions,4
T000254,Pasta,2
T000254,Tomatoes,2
T000254,Tea,4
T000254,Sugar,3
T000255,Bread,3
T000255,Onions,3
T000255,Pasta,2
T000255,Orange Juice,4
T000255,Apples,1
T000255,Chicken,3
T000255,Butter,3
T000255,Eggs,2
T000256,Bread,1
T000256,Butter,3
T000256,Milk,3
T000256,Bananas,3
T000256,Beef,2
T000256,Eggs,2
T000257,Yogurt,2
T000258,Apples,2
T000259,Bananas,2
T000260,Rice,2
T000260,Onions,3
T000260,Milk,2
T000260,Flour,4
T000260,Yogurt,3
T000260,Butter,4
T000260,Tea,4
T000260,Eggs,4
T000261,Bananas,4
T000261,Beef,3
T000261,Rice,3
T000262,Rice,3
T000262,Onions,1
T000262,Bananas,4
T000262,Apples,2
T000262,Butter,4
T000262,Cheese,3
T000263,Onions,2
T000263,Pasta,2
T000263,Milk,1
T000263,Orange Juice,2
T000263,Butter,3
T000263,Tomatoes,1
T000263,Bananas,1
T000263,Eggs,2
T000264,Orange Juice,2
T000264,Flour,1
T000264,Yogurt,4
T000264,Butter,1
T000264,Beef,1
T000264,Sugar,1
T000265,Butter,4
T000265,Tomatoes,4
T000265,Cheese,3
T000265,Flour,2
T000266,Apples,4
T000266,Tea,3
T000267,Rice,2
T000268,Bread,4
T000268,Coffee,3
T000268,Orange Juice,3
T000268,Milk,4
T000268,Yogurt,4
T000268,Butter,3
T000268,Eggs,1
T000268,Sugar,3
T000269,Bananas,4
T000269,Apples,4
T000269,Tomatoes,1
T000269,Butter,3
T000269,Tea,2
T000270,Beef,2
T000270,Cheese,4
T000270,Bread,3
T000271,Eggs,1
T000271,Sugar,2
T000272,Onions,4
T000272,Bananas,4
T000272,Milk,2
T000272,Butter,4
T000273,Butter,4
T000273,Beef,1
T000273,Flour,1
